Price;Volume;DateTime
0;19.73;100;2020-10-02 10:08:00.103100
1;19.73;500;2020-10-02 10:08:00.103100
2;19.73;1000;2020-10-02 10:08:00.103100
3;19.73;2000;2020-10-02 10:08:00.103100
4;19.73;400;2020-10-02 10:08:00.103100
5;19.73;2200;2020-10-02 10:08:00.103100
6;19.73;12900;2020-10-02 10:08:00.103100
7;19.73;100;2020-10-02 10:08:00.103100
8;19.73;2000;2020-10-02 10:08:00.103100
9;19.73;5000;2020-10-02 10:08:00.103100
10;19.73;5000;2020-10-02 10:08:00.103100
11;19.73;100;2020-10-02 10:08:00.103100
12;19.73;1000;2020-10-02 10:08:00.103100
13;19.73;900;2020-10-02 10:08:00.103100
14;19.73;800;2020-10-02 10:08:00.103100
15;19.73;100;2020-10-02 10:08:00.103100
16;19.73;500;2020-10-02 10:08:00.103100
17;19.73;100;2020-10-02 10:08:00.103100
18;19.73;500;2020-10-02 10:08:00.103100
19;19.73;100;2020-10-02 10:08:00.103100
20;19.73;100;2020-10-02 10:08:00.103100
21;19.73;500;2020-10-02 10:08:00.103100
22;19.73;1000;2020-10-02 10:08:00.103100
23;19.73;1000;2020-10-02 10:08:00.103100
24;19.73;2800;2020-10-02 10:08:00.103100
25;19.73;7200;2020-10-02 10:08:00.103100
26;19.73;100;2020-10-02 10:08:00.103100
27;19.73;600;2020-10-02 10:08:00.103100
28;19.73;200;2020-10-02 10:08:00.103100
29;19.73;1000;2020-10-02 10:08:00.103100
30;19.73;900;2020-10-02 10:08:00.103100
31;19.73;100;2020-10-02 10:08:00.103100
32;19.73;1000;2020-10-02 10:08:00.103100
33;19.73;100;2020-10-02 10:08:00.103100
34;19.73;500;2020-10-02 10:08:00.103100
35;19.73;600;2020-10-02 10:08:00.103100
36;19.73;1500;2020-10-02 10:08:00.103100
37;19.73;2000;2020-10-02 10:08:00.103100
38;19.73;100;2020-10-02 10:08:00.103100
39;19.73;100;2020-10-02 10:08:00.103100
40;19.73;1000;2020-10-02 10:08:00.103100
41;19.73;800;2020-10-02 10:08:00.103100
42;19.73;1000;2020-10-02 10:08:00.103100
43;19.73;900;2020-10-02 10:08:00.103100
44;19.73;1400;2020-10-02 10:08:00.103100
45;19.73;200;2020-10-02 10:08:00.103100
46;19.73;500;2020-10-02 10:08:00.103100
47;19.73;2000;2020-10-02 10:08:00.103100
48;19.73;400;2020-10-02 10:08:00.103100
49;19.73;100;2020-10-02 10:08:00.103100
50;19.73;900;2020-10-02 10:08:00.103100
51;19.73;1000;2020-10-02 10:08:00.103100
52;19.73;100;2020-10-02 10:08:00.103100
53;19.73;3000;2020-10-02 10:08:00.103100
54;19.73;300;2020-10-02 10:08:00.103100
55;19.73;500;2020-10-02 10:08:00.103100
56;19.73;1000;2020-10-02 10:08:00.103100
57;19.73;5000;2020-10-02 10:08:00.103100
58;19.73;6500;2020-10-02 10:08:00.103100
59;19.73;7000;2020-10-02 10:08:00.103100
60;19.73;300;2020-10-02 10:08:00.103100
61;19.73;100;2020-10-02 10:08:00.103100
62;19.73;200;2020-10-02 10:08:00.103100
63;19.73;200;2020-10-02 10:08:00.103100
64;19.73;500;2020-10-02 10:08:00.103100
65;19.73;5000;2020-10-02 10:08:00.103100
66;19.73;100;2020-10-02 10:08:00.103100
67;19.73;200;2020-10-02 10:08:00.103100
68;19.73;100;2020-10-02 10:08:00.103100
69;19.73;1000;2020-10-02 10:08:00.103100
70;19.73;1300;2020-10-02 10:08:00.103100
71;19.73;1000;2020-10-02 10:08:00.103100
72;19.73;3000;2020-10-02 10:08:00.103100
73;19.73;1500;2020-10-02 10:08:00.103100
74;19.73;1500;2020-10-02 10:08:00.103100
75;19.73;200;2020-10-02 10:08:00.103100
76;19.73;500;2020-10-02 10:08:00.103100
77;19.73;300;2020-10-02 10:08:00.103100
78;19.73;1000;2020-10-02 10:08:00.103100
79;19.73;200;2020-10-02 10:08:00.103100
80;19.73;3000;2020-10-02 10:08:00.103100
